# 143GHz 217GHz 353GHz
1.810777001082897186e-02 1.829289197921752930e-01 1.930342167615890503e-01
1.805186457931995392e-02 1.827287822961807251e-01 1.928377300500869751e-01
1.799609139561653137e-02 1.825287938117980957e-01 1.926414072513580322e-01
1.794045232236385345e-02 1.823289543390274048e-01 1.924452036619186401e-01
1.788494549691677094e-02 1.821292638778686523e-01 1.922491639852523804e-01
1.782957091927528381e-02 1.819297224283218384e-01 1.920532584190368652e-01
1.777433045208454132e-02 1.817303448915481567e-01 1.918575018644332886e-01
1.771922037005424500e-02 1.815311014652252197e-01 1.916618943214416504e-01
1.766424067318439484e-02 1.813320070505142212e-01 1.914664059877395630e-01
1.760939508676528931e-02 1.811330616474151611e-01 1.912710815668106079e-01
1.755467802286148071e-02 1.809342801570892334e-01 1.910758912563323975e-01
1.750009506940841675e-02 1.807356327772140503e-01 1.908808499574661255e-01
1.744564063847064972e-02 1.805371344089508057e-01 1.906859576702117920e-01
1.739131845533847809e-02 1.803387850522994995e-01 1.904911994934082031e-01
1.733712479472160339e-02 1.801405996084213257e-01 1.902965754270553589e-01
1.728306338191032410e-02 1.799425482749938965e-01 1.901021003723144531e-01
1.722913049161434174e-02 1.797446459531784058e-01 1.899077743291854858e-01
1.717532984912395477e-02 1.795469075441360474e-01 1.897135823965072632e-01
1.712165586650371552e-02 1.793493032455444336e-01 1.895195394754409790e-01
1.706811226904392242e-02 1.791518628597259521e-01 1.893256455659866333e-01
1.701469905674457550e-02 1.789545565843582153e-01 1.891318857669830322e-01
1.696141250431537628e-02 1.787574142217636108e-01 1.889382749795913696e-01
1.690825633704662323e-02 1.785604059696197510e-01 1.887447983026504517e-01
1.685522869229316711e-02 1.783635616302490234e-01 1.885514706373214722e-01
1.680232957005500793e-02 1.781668514013290405e-01 1.883582770824432373e-01
1.674955710768699646e-02 1.779703050851821899e-01 1.881652325391769409e-01
1.669691316783428192e-02 1.777738928794860840e-01 1.879723370075225830e-01
1.664439775049686432e-02 1.775776445865631104e-01 1.877795755863189697e-01
1.659200899302959442e-02 1.773815304040908813e-01 1.875869631767272949e-01
1.653974689543247223e-02 1.771855801343917847e-01 1.873944848775863647e-01
1.648761332035064697e-02 1.769897639751434326e-01 1.872021555900573730e-01
1.643560640513896942e-02 1.767941117286682129e-01 1.870099604129791260e-01
1.638372614979743958e-02 1.765985935926437378e-01 1.868179291486740112e-01
1.633197069168090820e-02 1.764032393693923950e-01 1.866260170936584473e-01
1.628034189343452454e-02 1.762080192565917969e-01 1.864342540502548218e-01
1.622883975505828857e-02 1.760129630565643311e-01 1.862426400184631348e-01
1.617746427655220032e-02 1.758180558681488037e-01 1.860511600971221924e-01
1.612621359527111053e-02 1.756232827901840210e-01 1.858598291873931885e-01
1.607508771121501923e-02 1.754286587238311768e-01 1.856686323881149292e-01
1.602408848702907562e-02 1.752341985702514648e-01 1.854775846004486084e-01
1.597321219742298126e-02 1.750398725271224976e-01 1.852866858243942261e-01
1.592246256768703461e-02 1.748457103967666626e-01 1.850959211587905884e-01
1.587183587253093719e-02 1.746516823768615723e-01 1.849053055047988892e-01
1.582133397459983826e-02 1.744578182697296143e-01 1.847148239612579346e-01
1.577095687389373779e-02 1.742640882730484009e-01 1.845244765281677246e-01
1.572070270776748657e-02 1.740705221891403198e-01 1.843342930078506470e-01
1.567057333886623383e-02 1.738770902156829834e-01 1.841442435979843140e-01
1.562056690454483032e-02 1.736838072538375854e-01 1.839543282985687256e-01
1.557068433612585068e-02 1.734906733036041260e-01 1.837645471096038818e-01
1.552092377096414566e-02 1.732977032661437988e-01 1.835749298334121704e-01
1.547128707170486450e-02 1.731048673391342163e-01 1.833854466676712036e-01
1.542177237570285797e-02 1.729121804237365723e-01 1.831960976123809814e-01
1.537238061428070068e-02 1.727196425199508667e-01 1.830068975687026978e-01
1.532311085611581802e-02 1.725272685289382935e-01 1.828178465366363525e-01
1.527396310120820999e-02 1.723350286483764648e-01 1.826289296150207520e-01
1.522493734955787659e-02 1.721429377794265747e-01 1.824401617050170898e-01
1.517603266984224319e-02 1.719509959220886230e-01 1.822515279054641724e-01
1.512724999338388443e-02 1.717592030763626099e-01 1.820630431175231934e-01
1.507858838886022568e-02 1.715675592422485352e-01 1.818746924400329590e-01
1.503004785627126694e-02 1.713760644197463989e-01 1.816864758729934692e-01
1.498162839561700821e-02 1.711847186088562012e-01 1.814984232187271118e-01
1.493332907557487488e-02 1.709935218095779419e-01 1.813104897737503052e-01
1.488515082746744156e-02 1.708024740219116211e-01 1.811227053403854370e-01
1.483709178864955902e-02 1.706115603446960449e-01 1.809350699186325073e-01
1.478915382176637650e-02 1.704208105802536011e-01 1.807475686073303223e-01
1.474133506417274475e-02 1.702302098274230957e-01 1.805602163076400757e-01
1.469363551586866379e-02 1.700397431850433350e-01 1.803729981184005737e-01
1.464605610817670822e-02 1.698494404554367065e-01 1.801859289407730103e-01
1.459859497845172882e-02 1.696592867374420166e-01 1.799990087747573853e-01
1.455125305801630020e-02 1.694692671298980713e-01 1.798122078180313110e-01
1.450403034687042236e-02 1.692793965339660645e-01 1.796255558729171753e-01
1.445692591369152069e-02 1.690896898508071899e-01 1.794390529394149780e-01
1.440993975847959518e-02 1.689001172780990601e-01 1.792526841163635254e-01
1.436307188123464584e-02 1.687106937170028687e-01 1.790664643049240112e-01
1.431632228195667267e-02 1.685214191675186157e-01 1.788803786039352417e-01
1.426969002932310104e-02 1.683322936296463013e-01 1.786944419145584106e-01
1.422317512333393097e-02 1.681433171033859253e-01 1.785086393356323242e-01
1.417677756398916245e-02 1.679544895887374878e-01 1.783229857683181763e-01
1.413049735128879547e-02 1.677658110857009888e-01 1.781374663114547729e-01
1.408433355391025543e-02 1.675772815942764282e-01 1.779520958662033081e-01
1.403828710317611694e-02 1.673888862133026123e-01 1.777668595314025879e-01
1.399235706776380539e-02 1.672006547451019287e-01 1.775817573070526123e-01
1.394654251635074615e-02 1.670125573873519897e-01 1.773968040943145752e-01
1.390084531158208847e-02 1.668246239423751831e-01 1.772119998931884766e-01
1.385526265949010849e-02 1.666368246078491211e-01 1.770273149013519287e-01
1.380979642271995544e-02 1.664491742849349976e-01 1.768427938222885132e-01
1.376444566994905472e-02 1.662616729736328125e-01 1.766583919525146484e-01
1.371921040117740631e-02 1.660743206739425659e-01 1.764741539955139160e-01
1.367408968508243561e-02 1.658871173858642578e-01 1.762900352478027344e-01
1.362908352166414261e-02 1.657000631093978882e-01 1.761060804128646851e-01
1.358419191092252731e-02 1.655131578445434570e-01 1.759222447872161865e-01
1.353941578418016434e-02 1.653263866901397705e-01 1.757385581731796265e-01
1.349475327879190445e-02 1.651397794485092163e-01 1.755550056695938110e-01
1.345020532608032227e-02 1.649533212184906006e-01 1.753716021776199341e-01
1.340577006340026855e-02 1.647669970989227295e-01 1.751883476972579956e-01
1.336144935339689255e-02 1.645808219909667969e-01 1.750052124261856079e-01
1.331724133342504501e-02 1.643947958946228027e-01 1.748222261667251587e-01
1.327314693480730057e-02 1.642089188098907471e-01 1.746393889188766479e-01
1.322916615754365921e-02 1.640231907367706299e-01 1.744566857814788818e-01
1.318529713898897171e-02 1.638375967741012573e-01 1.742741316556930542e-01
1.314154081046581268e-02 1.636521667242050171e-01 1.740916967391967773e-01
1.309789717197418213e-02 1.634668707847595215e-01 1.739094257354736328e-01
1.305436622351408005e-02 1.632817387580871582e-01 1.737272739410400391e-01
1.301094610244035721e-02 1.630967408418655396e-01 1.735452711582183838e-01
1.296763867139816284e-02 1.629118919372558594e-01 1.733634024858474731e-01
1.292444206774234772e-02 1.627271920442581177e-01 1.731816828250885010e-01
1.288135722279548645e-02 1.625426411628723145e-01 1.730000972747802734e-01
1.283838320523500443e-02 1.623582243919372559e-01 1.728186607360839844e-01
1.279552094638347626e-02 1.621739715337753296e-01 1.726373583078384399e-01
1.275276858359575272e-02 1.619898527860641479e-01 1.724561899900436401e-01
1.271012704819440842e-02 1.618058830499649048e-01 1.722751706838607788e-01
1.266759540885686874e-02 1.616220623254776001e-01 1.720942854881286621e-01
1.262517459690570831e-02 1.614383906126022339e-01 1.719135344028472900e-01
1.258286274969577789e-02 1.612548679113388062e-01 1.717329472303390503e-01
1.254066172987222672e-02 1.610714942216873169e-01 1.715524792671203613e-01
1.249856967478990555e-02 1.608882546424865723e-01 1.713721454143524170e-01
1.245658658444881439e-02 1.607051640748977661e-01 1.711919605731964111e-01
1.241471245884895325e-02 1.605222225189208984e-01 1.710119098424911499e-01
1.237294729799032211e-02 1.603394299745559692e-01 1.708320081233978271e-01
1.233129203319549561e-02 1.601567864418029785e-01 1.706522405147552490e-01
1.228974387049674988e-02 1.599742770195007324e-01 1.704726070165634155e-01
1.224830467253923416e-02 1.597919315099716187e-01 1.702931225299835205e-01
1.220697257667779922e-02 1.596097052097320557e-01 1.701137721538543701e-01
1.216574944555759430e-02 1.594276428222656250e-01 1.699345558881759644e-01
1.212463341653347015e-02 1.592457294464111328e-01 1.697554737329483032e-01
1.208362448960542679e-02 1.590639650821685791e-01 1.695765405893325806e-01
1.204272359609603882e-02 1.588823348283767700e-01 1.693977415561676025e-01
1.200192887336015701e-02 1.587008535861968994e-01 1.692190915346145630e-01
1.196124125272035599e-02 1.585195213556289673e-01 1.690405756235122681e-01
1.192066073417663574e-02 1.583383381366729736e-01 1.688621938228607178e-01
1.188018638640642166e-02 1.581573039293289185e-01 1.686839610338211060e-01
1.183981820940971375e-02 1.579764038324356079e-01 1.685058623552322388e-01
1.179955527186393738e-02 1.577956527471542358e-01 1.683278828859329224e-01
1.175939850509166718e-02 1.576150506734848022e-01 1.681500673294067383e-01
1.171934790909290314e-02 1.574345827102661133e-01 1.679723709821701050e-01
1.167940255254507065e-02 1.572542786598205566e-01 1.677948236465454102e-01
1.163956243544816971e-02 1.570741087198257446e-01 1.676174253225326538e-01
1.159982662647962570e-02 1.568940877914428711e-01 1.674401462078094482e-01
1.156019605696201324e-02 1.567142158746719360e-01 1.672630161046981812e-01
1.152066979557275772e-02 1.565344780683517456e-01 1.670860201120376587e-01
1.148124784231185913e-02 1.563549041748046875e-01 1.669091582298278809e-01
1.144193112850189209e-02 1.561754494905471802e-01 1.667324453592300415e-01
1.140271686017513275e-02 1.559961587190628052e-01 1.665558516979217529e-01
1.136360689997673035e-02 1.558170169591903687e-01 1.663794070482254028e-01
1.132460031658411026e-02 1.556380093097686768e-01 1.662031114101409912e-01
1.128569804131984711e-02 1.554591506719589233e-01 1.660269498825073242e-01
1.124689728021621704e-02 1.552804410457611084e-01 1.658509075641632080e-01
1.120820082724094391e-02 1.551018655300140381e-01 1.656750142574310303e-01
1.116960681974887848e-02 1.549234390258789062e-01 1.654992550611495972e-01
1.113111432641744614e-02 1.547451615333557129e-01 1.653236448764801025e-01
1.109272520989179611e-02 1.545670330524444580e-01 1.651481688022613525e-01
1.105443760752677917e-02 1.543890386819839478e-01 1.649728268384933472e-01
1.101625245064496994e-02 1.542111933231353760e-01 1.647976189851760864e-01
1.097816880792379379e-02 1.540334969758987427e-01 1.646225452423095703e-01
1.094018667936325073e-02 1.538559347391128540e-01 1.644476205110549927e-01
1.090230606496334076e-02 1.536785364151000977e-01 1.642728298902511597e-01
1.086452696472406387e-02 1.535012573003768921e-01 1.640981733798980713e-01
1.082684751600027084e-02 1.533241420984268188e-01 1.639236509799957275e-01
1.078926958143711090e-02 1.531471610069274902e-01 1.637492626905441284e-01
1.075179222971200943e-02 1.529703289270401001e-01 1.635750234127044678e-01
1.071441452950239182e-02 1.527936458587646484e-01 1.634009182453155518e-01
1.067713834345340729e-02 1.526170969009399414e-01 1.632269471883773804e-01
1.063996087759733200e-02 1.524406969547271729e-01 1.630531102418899536e-01
1.060288306325674057e-02 1.522644460201263428e-01 1.628794074058532715e-01
1.056590490043163300e-02 1.520883440971374512e-01 1.627058535814285278e-01
1.052902638912200928e-02 1.519123762845993042e-01 1.625324338674545288e-01
1.049224659800529480e-02 1.517365425825119019e-01 1.623591333627700806e-01
1.045556645840406418e-02 1.515608727931976318e-01 1.621859818696975708e-01
1.041898410767316818e-02 1.513853371143341064e-01 1.620129793882369995e-01
1.038250047713518143e-02 1.512099504470825195e-01 1.618400961160659790e-01
1.034611556679010391e-02 1.510346978902816772e-01 1.616673469543457031e-01
1.030982844531536102e-02 1.508595943450927734e-01 1.614947468042373657e-01
1.027363911271095276e-02 1.506846398115158081e-01 1.613222807645797729e-01
1.023754850029945374e-02 1.505098193883895874e-01 1.611499488353729248e-01
1.020155474543571472e-02 1.503351479768753052e-01 1.609777510166168213e-01
1.016565784811973572e-02 1.501606255769729614e-01 1.608056873083114624e-01
1.012985873967409134e-02 1.499862372875213623e-01 1.606337577104568481e-01
1.009415648877620697e-02 1.498120129108428955e-01 1.604619771242141724e-01
1.005855109542608261e-02 1.496379077434539795e-01 1.602903157472610474e-01
1.002304162830114365e-02 1.494639515876770020e-01 1.601188033819198608e-01
9.987629018723964691e-03 1.492901444435119629e-01 1.599474251270294189e-01
9.952312335371971130e-03 1.491164714097976685e-01 1.597761809825897217e-01
9.917092509567737579e-03 1.489429473876953125e-01 1.596050709486007690e-01
9.881967678666114807e-03 1.487695723772048950e-01 1.594340950250625610e-01
9.846937842667102814e-03 1.485963314771652222e-01 1.592632532119750977e-01
9.812003932893276215e-03 1.484232395887374878e-01 1.590925604104995728e-01
9.777165949344635010e-03 1.482502967119216919e-01 1.589219868183135986e-01
9.742422960698604584e-03 1.480774879455566406e-01 1.587515622377395630e-01
9.707774035632610321e-03 1.479048132896423340e-01 1.585812568664550781e-01
9.673219174146652222e-03 1.477322876453399658e-01 1.584111005067825317e-01
9.638760238885879517e-03 1.475599110126495361e-01 1.582410782575607300e-01
9.604394435882568359e-03 1.473876833915710449e-01 1.580711901187896729e-01
9.570123627781867981e-03 1.472155898809432983e-01 1.579014360904693604e-01
9.535945951938629150e-03 1.470436304807662964e-01 1.577318161725997925e-01
9.501862339675426483e-03 1.468718200922012329e-01 1.575623303651809692e-01
9.467871859669685364e-03 1.467001587152481079e-01 1.573929786682128906e-01
9.433975443243980408e-03 1.465286463499069214e-01 1.572237610816955566e-01
9.400171227753162384e-03 1.463572531938552856e-01 1.570546925067901611e-01
9.366461075842380524e-03 1.461860239505767822e-01 1.568857431411743164e-01
9.332842193543910980e-03 1.460149288177490234e-01 1.567169278860092163e-01
9.299316443502902985e-03 1.458439826965332031e-01 1.565482616424560547e-01
9.265883825719356537e-03 1.456731706857681274e-01 1.563797146081924438e-01
9.232542477548122406e-03 1.455024927854537964e-01 1.562113165855407715e-01
9.199294261634349823e-03 1.453319787979125977e-01 1.560430377721786499e-01
9.166136384010314941e-03 1.451615840196609497e-01 1.558749079704284668e-01
9.133070707321166992e-03 1.449913531541824341e-01 1.557069122791290283e-01
9.100097231566905975e-03 1.448212414979934692e-01 1.555390506982803345e-01
9.067214094102382660e-03 1.446512937545776367e-01 1.553713083267211914e-01
9.034422226250171661e-03 1.444814801216125488e-01 1.552037149667739868e-01
9.001721628010272980e-03 1.443118005990982056e-01 1.550362557172775269e-01
8.969111368060112000e-03 1.441422700881958008e-01 1.548689156770706177e-01
8.936592377722263336e-03 1.439728885889053345e-01 1.547017246484756470e-01
8.904162794351577759e-03 1.438036412000656128e-01 1.545346677303314209e-01
8.871824480593204498e-03 1.436345279216766357e-01 1.543677449226379395e-01
8.839575573801994324e-03 1.434655636548995972e-01 1.542009562253952026e-01
8.807416073977947235e-03 1.432967483997344971e-01 1.540343016386032104e-01
8.775346912443637848e-03 1.431280672550201416e-01 1.538677811622619629e-01
8.743366226553916931e-03 1.429595202207565308e-01 1.537013947963714600e-01
8.711475878953933716e-03 1.427911221981048584e-01 1.535351276397705078e-01
8.679674006998538971e-03 1.426228731870651245e-01 1.533690094947814941e-01
8.647961542010307312e-03 1.424547582864761353e-01 1.532030254602432251e-01
8.616337552666664124e-03 1.422867774963378906e-01 1.530371755361557007e-01
8.584802038967609406e-03 1.421189457178115845e-01 1.528714597225189209e-01
8.553355000913143158e-03 1.419512629508972168e-01 1.527058631181716919e-01
8.521996438503265381e-03 1.417837142944335938e-01 1.525404155254364014e-01
8.490725420415401459e-03 1.416162997484207153e-01 1.523751020431518555e-01
8.459541946649551392e-03 1.414490342140197754e-01 1.522099226713180542e-01
8.428446948528289795e-03 1.412819027900695801e-01 1.520448625087738037e-01
8.397439494729042053e-03 1.411149203777313232e-01 1.518799513578414917e-01
8.366518653929233551e-03 1.409480869770050049e-01 1.517151743173599243e-01
8.335686288774013519e-03 1.407813876867294312e-01 1.515505164861679077e-01
8.304939605295658112e-03 1.406148225069046021e-01 1.513860076665878296e-01
8.274280466139316559e-03 1.404483914375305176e-01 1.512216180562973022e-01
8.243707939982414246e-03 1.402821242809295654e-01 1.510573774576187134e-01
8.213221095502376556e-03 1.401159763336181641e-01 1.508932560682296753e-01
8.182821795344352722e-03 1.399499773979187012e-01 1.507292836904525757e-01
8.152507245540618896e-03 1.397841274738311768e-01 1.505654305219650269e-01
8.122279308736324310e-03 1.396184116601943970e-01 1.504017114639282227e-01
8.092137984931468964e-03 1.394528299570083618e-01 1.502381265163421631e-01
8.062081411480903625e-03 1.392873972654342651e-01 1.500746756792068481e-01
8.032110519707202911e-03 1.391220986843109131e-01 1.499113738536834717e-01
8.002224378287792206e-03 1.389569491147994995e-01 1.497481763362884521e-01
7.972423918545246124e-03 1.387919336557388306e-01 1.495851278305053711e-01
7.942708209156990051e-03 1.386270672082901001e-01 1.494222134351730347e-01
7.913077250123023987e-03 1.384623199701309204e-01 1.492594331502914429e-01
7.883531041443347931e-03 1.382977366447448730e-01 1.490967869758605957e-01
7.854069583117961884e-03 1.381332874298095703e-01 1.489342600107192993e-01
7.824691943824291229e-03 1.379689723253250122e-01 1.487718820571899414e-01
7.795398123562335968e-03 1.378048062324523926e-01 1.486096233129501343e-01
7.766188587993383408e-03 1.376407742500305176e-01 1.484475135803222656e-01
7.737062871456146240e-03 1.374768763780593872e-01 1.482855230569839478e-01
7.708020973950624466e-03 1.373131275177001953e-01 1.481236666440963745e-01
7.679061964154243469e-03 1.371495127677917480e-01 1.479619443416595459e-01
7.650186773389577866e-03 1.369860470294952393e-01 1.478003561496734619e-01
7.621394004672765732e-03 1.368227154016494751e-01 1.476389020681381226e-01
7.592685054987668991e-03 1.366595178842544556e-01 1.474775820970535278e-01
7.564058061689138412e-03 1.364964693784713745e-01 1.473163813352584839e-01
7.535514421761035919e-03 1.363335549831390381e-01 1.471553295850753784e-01
7.507052738219499588e-03 1.361707895994186401e-01 1.469943970441818237e-01
7.478673011064529419e-03 1.360081583261489868e-01 1.468335986137390137e-01
7.450376171618700027e-03 1.358456611633300781e-01 1.466729491949081421e-01
7.422160822898149490e-03 1.356833130121231079e-01 1.465124189853668213e-01
7.394027430564165115e-03 1.355210989713668823e-01 1.463520228862762451e-01
7.365975528955459595e-03 1.353590339422225952e-01 1.461917608976364136e-01
7.338005118072032928e-03 1.351970881223678589e-01 1.460316181182861328e-01
7.310116197913885117e-03 1.350353062152862549e-01 1.458716243505477905e-01
7.282308302819728851e-03 1.348736435174942017e-01 1.457117497920989990e-01
7.254581432789564133e-03 1.347121298313140869e-01 1.455520093441009521e-01
7.226935122162103653e-03 1.345507502555847168e-01 1.453924179077148438e-01
7.199369370937347412e-03 1.343895196914672852e-01 1.452329307794570923e-01
7.171884644776582718e-03 1.342284232378005981e-01 1.450735926628112793e-01
7.144480012357234955e-03 1.340674608945846558e-01 1.449143886566162109e-01
7.117155473679304123e-03 1.339066475629806519e-01 1.447553038597106934e-01
7.089911028742790222e-03 1.337459683418273926e-01 1.445963680744171143e-01
7.062746211886405945e-03 1.335854232311248779e-01 1.444375514984130859e-01
7.035661488771438599e-03 1.334250271320343018e-01 1.442788690328598022e-01
7.008655928075313568e-03 1.332647651433944702e-01 1.441203206777572632e-01
6.981729995459318161e-03 1.331046372652053833e-01 1.439618915319442749e-01
6.954883225262165070e-03 1.329446583986282349e-01 1.438036113977432251e-01
6.928115617483854294e-03 1.327848136425018311e-01 1.436454504728317261e-01
6.901426706463098526e-03 1.326251029968261719e-01 1.434874236583709717e-01
6.874816492199897766e-03 1.324655413627624512e-01 1.433295309543609619e-01
6.848284974694252014e-03 1.323061138391494751e-01 1.431717723608016968e-01
6.821831688284873962e-03 1.321468204259872437e-01 1.430141329765319824e-01
6.795456632971763611e-03 1.319876760244369507e-01 1.428566426038742065e-01
6.769159808754920959e-03 1.318286657333374023e-01 1.426992714405059814e-01
6.742941215634346008e-03 1.316697895526885986e-01 1.425420343875885010e-01
6.716799922287464142e-03 1.315110623836517334e-01 1.423849314451217651e-01
6.690736394375562668e-03 1.313524544239044189e-01 1.422279477119445801e-01
6.664750631898641586e-03 1.311940103769302368e-01 1.420711129903793335e-01
6.638841703534126282e-03 1.310356855392456055e-01 1.419143974781036377e-01
6.613010074943304062e-03 1.308775097131729126e-01 1.417578160762786865e-01
6.587255746126174927e-03 1.307194679975509644e-01 1.416013538837432861e-01
6.561577785760164261e-03 1.305615603923797607e-01 1.414450407028198242e-01
6.535976659506559372e-03 1.304038017988204956e-01 1.412888467311859131e-01
6.510452367365360260e-03 1.302461624145507812e-01 1.411327868700027466e-01
6.485003978013992310e-03 1.300886869430541992e-01 1.409768611192703247e-01
6.459631957113742828e-03 1.299313306808471680e-01 1.408210545778274536e-01
6.434336304664611816e-03 1.297741234302520752e-01 1.406653970479965210e-01
6.409116089344024658e-03 1.296170502901077271e-01 1.405098587274551392e-01
6.383971776813268661e-03 1.294601112604141235e-01 1.403544396162033081e-01
6.358902901411056519e-03 1.293033063411712646e-01 1.401991695165634155e-01
6.333909928798675537e-03 1.291466504335403442e-01 1.400440186262130737e-01
6.308991927653551102e-03 1.289901286363601685e-01 1.398890018463134766e-01
6.284148897975683212e-03 1.288337409496307373e-01 1.397341191768646240e-01
6.259380839765071869e-03 1.286775022745132446e-01 1.395793557167053223e-01
6.234687753021717072e-03 1.285213977098464966e-01 1.394247412681579590e-01
6.210069172084331512e-03 1.283654272556304932e-01 1.392702460289001465e-01
6.185525096952915192e-03 1.282095909118652344e-01 1.391158699989318848e-01
6.161055061966180801e-03 1.280538886785507202e-01 1.389616429805755615e-01
6.136659532785415649e-03 1.278983354568481445e-01 1.388075351715087891e-01
6.112338043749332428e-03 1.277429163455963135e-01 1.386535465717315674e-01
6.088090594857931137e-03 1.275876313447952271e-01 1.384997069835662842e-01
6.063916720449924469e-03 1.274324953556060791e-01 1.383459866046905518e-01
6.039815954864025116e-03 1.272774785757064819e-01 1.381924003362655640e-01
6.015789229422807693e-03 1.271226108074188232e-01 1.380389481782913208e-01
5.991835147142410278e-03 1.269678771495819092e-01 1.378856152296066284e-01
5.967954639345407486e-03 1.268132776021957397e-01 1.377324163913726807e-01
5.944146774709224701e-03 1.266588270664215088e-01 1.375793516635894775e-01
5.920412018895149231e-03 1.265045106410980225e-01 1.374264061450958252e-01
5.896749440580606461e-03 1.263503283262252808e-01 1.372735947370529175e-01
5.873159505426883698e-03 1.261962801218032837e-01 1.371209174394607544e-01
5.849642213433980942e-03 1.260423660278320312e-01 1.369683593511581421e-01
5.826196633279323578e-03 1.258886009454727173e-01 1.368159353733062744e-01
5.802823230624198914e-03 1.257349550724029541e-01 1.366636306047439575e-01
5.779521539807319641e-03 1.255814582109451294e-01 1.365114748477935791e-01
5.756291560828685760e-03 1.254280954599380493e-01 1.363594383001327515e-01
5.733133293688297272e-03 1.252748817205429077e-01 1.362075209617614746e-01
5.710046272724866867e-03 1.251217871904373169e-01 1.360557377338409424e-01
5.687030497938394547e-03 1.249688416719436646e-01 1.359040886163711548e-01
5.664085969328880310e-03 1.248160228133201599e-01 1.357525736093521118e-01
5.641212221235036850e-03 1.246633455157279968e-01 1.356011778116226196e-01
5.618409253656864166e-03 1.245108023285865784e-01 1.354499012231826782e-01
5.595676600933074951e-03 1.243584007024765015e-01 1.352987736463546753e-01
5.573014728724956512e-03 1.242061331868171692e-01 1.351477652788162231e-01
5.550423171371221542e-03 1.240539997816085815e-01 1.349968761205673218e-01
5.527901928871870041e-03 1.239020079374313354e-01 1.348461359739303589e-01
5.505450535565614700e-03 1.237501502037048340e-01 1.346955001354217529e-01
5.483068991452455521e-03 1.235984191298484802e-01 1.345450133085250854e-01
5.460756830871105194e-03 1.234468370676040649e-01 1.343946456909179688e-01
5.438514519482851028e-03 1.232953891158103943e-01 1.342443972826004028e-01
5.416341125965118408e-03 1.231440752744674683e-01 1.340942829847335815e-01
5.394237581640481949e-03 1.229928955435752869e-01 1.339443027973175049e-01
5.372202955186367035e-03 1.228418573737144470e-01 1.337944418191909790e-01
5.350237246602773666e-03 1.226909458637237549e-01 1.336447149515151978e-01
5.328340455889701843e-03 1.225401759147644043e-01 1.334951072931289673e-01
5.306512117385864258e-03 1.223895400762557983e-01 1.333456337451934814e-01
5.284751765429973602e-03 1.222390457987785339e-01 1.331962943077087402e-01
5.263060331344604492e-03 1.220886856317520142e-01 1.330470740795135498e-01
5.241436883807182312e-03 1.219384595751762390e-01 1.328979730606079102e-01
5.219881422817707062e-03 1.217883676290512085e-01 1.327490210533142090e-01
5.198393948376178741e-03 1.216384097933769226e-01 1.326001733541488647e-01
5.176973994821310043e-03 1.214885935187339783e-01 1.324514597654342651e-01
5.155622027814388275e-03 1.213389039039611816e-01 1.323028802871704102e-01
5.134337116032838821e-03 1.211893558502197266e-01 1.321544200181961060e-01
5.113119259476661682e-03 1.210399493575096130e-01 1.320060938596725464e-01
5.091968458145856857e-03 1.208906695246696472e-01 1.318578869104385376e-01
5.070885177701711655e-03 1.207415238022804260e-01 1.317098140716552734e-01
5.049868021160364151e-03 1.205925196409225464e-01 1.315618753433227539e-01
5.028918385505676270e-03 1.204436421394348145e-01 1.314140409231185913e-01
5.008034408092498779e-03 1.202949061989784241e-01 1.312663555145263672e-01
4.987217020243406296e-03 1.201463043689727783e-01 1.311187744140625000e-01
4.966465756297111511e-03 1.199978366494178772e-01 1.309713423252105713e-01
4.945780616253614426e-03 1.198495030403137207e-01 1.308240145444869995e-01
4.925161600112915039e-03 1.197013109922409058e-01 1.306768357753753662e-01
4.904608242213726044e-03 1.195532456040382385e-01 1.305297613143920898e-01
4.884120076894760132e-03 1.194053217768669128e-01 1.303828209638595581e-01
4.863697569817304611e-03 1.192575246095657349e-01 1.302360147237777710e-01
4.843340720981359482e-03 1.191098690032958984e-01 1.300893276929855347e-01
4.823048599064350128e-03 1.189623400568962097e-01 1.299427747726440430e-01
4.802821204066276550e-03 1.188149526715278625e-01 1.297963261604309082e-01
4.782659467309713364e-03 1.186676993966102600e-01 1.296500265598297119e-01
4.762561526149511337e-03 1.185205802321434021e-01 1.295038461685180664e-01
4.742528777569532394e-03 1.183735951781272888e-01 1.293577849864959717e-01
4.722560290247201920e-03 1.182267442345619202e-01 1.292118579149246216e-01
4.702656064182519913e-03 1.180800274014472961e-01 1.290660500526428223e-01
4.682815633714199066e-03 1.179334446787834167e-01 1.289203613996505737e-01
4.663039464503526688e-03 1.177869960665702820e-01 1.287748068571090698e-01
4.643327090889215469e-03 1.176406741142272949e-01 1.286293864250183105e-01
4.623678047209978104e-03 1.174944937229156494e-01 1.284840852022171021e-01
4.604092799127101898e-03 1.173484474420547485e-01 1.283389031887054443e-01
4.584570880979299545e-03 1.172025352716445923e-01 1.281938403844833374e-01
4.565112292766571045e-03 1.170567572116851807e-01 1.280489116907119751e-01
4.545716103166341782e-03 1.169111132621765137e-01 1.279041171073913574e-01
4.526383709162473679e-03 1.167656034231185913e-01 1.277594268321990967e-01
4.507113248109817505e-03 1.166202202439308167e-01 1.276148855686187744e-01
4.487906116992235184e-03 1.164749786257743835e-01 1.274704486131668091e-01
4.468761384487152100e-03 1.163298636674880981e-01 1.273261457681655884e-01
